"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"DCAF171",0.000320711305027737,0.681634331195134,0.144,0.073,1,"4","DCAF17"
"SALL21",0.000326202346865874,0.416935957825056,0.149,0.076,1,"4","SALL2"
"ABCB10",0.000328836115598661,0.399076711294584,0.114,0.054,1,"4","ABCB10"
"RFX71",0.000334974171457917,0.658994518796141,0.144,0.073,1,"4","RFX7"
"ST3GAL21",0.000335969354611712,0.794734574674748,0.139,0.071,1,"4","ST3GAL2"
"LINC009091",0.000341207408035212,0.332075669996354,0.198,0.109,1,"4","LINC00909"
"GTF2H42",0.000347757204975492,0.368138330603718,0.248,0.148,1,"4","GTF2H4"
"CA81",0.000356470376817394,1.09394589461701,0.124,0.062,1,"4","CA8"
"OXTR1",0.00035753471576403,1.34947548117009,0.139,0.071,1,"4","OXTR"
"ARNT22",0.000358216684564173,0.476509991855492,0.223,0.13,1,"4","ARNT2"
"FOXJ11",0.000359078502616059,0.383084834782478,0.178,0.096,1,"4","FOXJ1"
"LCLAT11",0.000361547481860034,0.932448596106025,0.134,0.067,1,"4","LCLAT1"
"ALG11",0.000362787046353908,0.638682190883488,0.158,0.084,1,"4","ALG1"
"FTSJ31",0.000364427619380068,0.474632504045157,0.257,0.156,1,"4","FTSJ3"
"MSL22",0.000364756112160004,0.453639214439723,0.228,0.133,1,"4","MSL2"
"CCDC971",0.000367422229462377,0.421123719152803,0.203,0.118,1,"4","CCDC97"
"TRAK1",0.000368733274633502,0.409898285458697,0.213,0.122,1,"4","TRAK1"
"TM9SF21",0.000370188142993646,0.268322322856953,0.525,0.379,1,"4","TM9SF2"
"APEX2",0.000372688189587512,0.543014335025738,0.149,0.077,1,"4","APEX2"
"PEX51",0.000374658863970638,0.341122122684227,0.228,0.132,1,"4","PEX5"
"ZMYM31",0.000377889492558695,0.461511417823674,0.153,0.08,1,"4","ZMYM3"
"RNF2151",0.000378487434352086,0.567612083163486,0.213,0.124,1,"4","RNF215"
"TSC23",0.000384694277045363,0.263110401308296,0.327,0.207,1,"4","TSC2"
"MIER31",0.000386874164113244,0.467275159353954,0.178,0.098,1,"4","MIER3"
"COG81",0.000387153042095967,0.510806914713662,0.149,0.077,1,"4","COG8"
"AC002558.3",0.000388441305691989,0.872570651641066,0.114,0.054,1,"4","AC002558.3"
"KBTBD71",0.000389933331392239,0.34281526088251,0.248,0.148,1,"4","KBTBD7"
"NAXD1",0.000391240412668585,0.34994716115065,0.228,0.134,1,"4","NAXD"
"ZNF5501",0.000405065918818196,0.747876885311724,0.124,0.061,1,"4","ZNF550"
"SND1-IT1",0.000407894711866305,0.551953837079352,0.134,0.067,1,"4","SND1-IT1"
"CRLF3",0.000408126394671291,0.500758571801027,0.144,0.073,1,"4","CRLF3"
"METTL151",0.000409217473594978,0.361065632399514,0.243,0.146,1,"4","METTL15"
"ALG141",0.00041795963282516,0.284368311408977,0.327,0.209,1,"4","ALG14"
"CNTN11",0.000420996286555522,1.76964846878825,0.139,0.075,1,"4","CNTN1"
"NUDT23",0.000421315997815431,0.398920369227279,0.361,0.236,1,"4","NUDT2"
"NCKIPSD1",0.000423225455807874,0.395971010479292,0.144,0.073,1,"4","NCKIPSD"
"SIN3A1",0.000424200833415799,0.255249451837706,0.238,0.14,1,"4","SIN3A"
"MPV172",0.000426169395230606,0.257176389347342,0.525,0.372,1,"4","MPV17"
"CSNK1G12",0.000429349563466162,0.410482055890079,0.203,0.116,1,"4","CSNK1G1"
"GTF2H2C1",0.00043164153682757,0.751758389643312,0.114,0.054,1,"4","GTF2H2C"
"MICU32",0.000434519781768896,0.267423522240551,0.233,0.136,1,"4","MICU3"
"C1GALT1C11",0.000435363994190732,0.639846215411018,0.351,0.229,1,"4","C1GALT1C1"
"PVR1",0.000436471579353032,0.83697939013534,0.173,0.098,1,"4","PVR"
"AC090114.21",0.000437502904296302,0.655529154145715,0.144,0.075,1,"4","AC090114.2"
"DYNC2LI12",0.000442579580367738,0.379086450338097,0.347,0.235,1,"4","DYNC2LI1"
"METTL171",0.000445436536869354,0.505347078832207,0.203,0.119,1,"4","METTL17"
"THAP82",0.00046026079958865,0.354804958062274,0.198,0.114,1,"4","THAP8"
"COX101",0.000460707696585801,0.427664130684319,0.134,0.067,1,"4","COX10"
"AC119673.21",0.000463144040556409,0.640752390069016,0.124,0.061,1,"4","AC119673.2"
"KCTD181",0.000465769555470289,0.756871230473463,0.193,0.111,1,"4","KCTD18"
"LRP112",0.000468052002376039,0.361632463995604,0.173,0.094,1,"4","LRP11"
"TMEM1212",0.000469878789999579,0.651670115073074,0.233,0.143,1,"4","TMEM121"
"APPL21",0.000476161719007618,0.573039067250245,0.322,0.204,1,"4","APPL2"
"FBXO38",0.000477807912324436,0.275840952329828,0.173,0.094,1,"4","FBXO38"
"SLC35D11",0.000479613945897938,0.357341400821538,0.153,0.08,1,"4","SLC35D1"
"NKIRAS11",0.000481494082436332,0.450756523922382,0.233,0.141,1,"4","NKIRAS1"
"C17orf751",0.000498146053929504,0.498277803513947,0.198,0.113,1,"4","C17orf75"
"LGR41",0.00050092913244505,0.833472135788095,0.139,0.073,1,"4","LGR4"
"ZNF5212",0.000500961797700311,0.611889515580391,0.168,0.094,1,"4","ZNF521"
"PGM22",0.000506140271565842,0.829270801709822,0.198,0.117,1,"4","PGM2"
"COL27A11",0.000509155323617289,1.03837868073074,0.114,0.055,1,"4","COL27A1"
"EN21",0.000519515526454601,0.602513518826544,0.193,0.111,1,"4","EN2"
"ZSCAN5A1",0.00052187201721729,0.260916133259087,0.124,0.061,1,"4","ZSCAN5A"
"ASCC12",0.000529246019558,0.459009634535704,0.252,0.154,1,"4","ASCC1"
"GATD11",0.000530442705798907,0.296950862436411,0.287,0.179,1,"4","GATD1"
"CPNE81",0.000533706345238227,0.748237162234608,0.223,0.136,1,"4","CPNE8"
"FAIM3",0.000535993230282983,0.265899418607779,0.317,0.201,1,"4","FAIM"
"ZNF6212",0.000536529160255416,0.291987693653757,0.282,0.177,1,"4","ZNF621"
"ARSD1",0.000537012261079338,0.432062204940524,0.158,0.084,1,"4","ARSD"
"SDF4",0.000550129418244074,0.250913319075173,0.644,0.495,1,"4","SDF4"
"PHEX1",0.000551572243338252,0.886126406474959,0.104,0.049,1,"4","PHEX"
"NBEA1",0.000551843781451969,0.28391387950535,0.163,0.089,1,"4","NBEA"
"WDYHV12",0.000557470320117903,0.333675445197414,0.248,0.15,1,"4","WDYHV1"
"BEND71",0.000561927597915098,0.802933471548146,0.109,0.052,1,"4","BEND7"
"RNF2081",0.000564290700371664,0.895491001977344,0.158,0.087,1,"4","RNF208"
"WDR192",0.000568067145567435,0.316563071195448,0.183,0.103,1,"4","WDR19"
"RMDN11",0.000579571681359956,0.455994175526158,0.312,0.202,1,"4","RMDN1"
"VSIG101",0.000590752086887323,1.09456755134223,0.129,0.066,1,"4","VSIG10"
"WDR732",0.000594188309357707,0.266296120772716,0.252,0.156,1,"4","WDR73"
"ARSK1",0.000608134330177107,0.282039287219652,0.158,0.085,1,"4","ARSK"
"AC078846.11",0.000611757127370796,0.569586833744037,0.124,0.063,1,"4","AC078846.1"
"MALT11",0.0006139053881048,0.281984669172001,0.386,0.259,1,"4","MALT1"
"AC139530.1",0.000620525438895218,0.675179420567591,0.104,0.048,1,"4","AC139530.1"
"CCDC1571",0.000623996736021731,0.854855796156169,0.109,0.052,1,"4","CCDC157"
"UVRAG2",0.00064960925923145,0.266183120223689,0.228,0.137,1,"4","UVRAG"
"ZSWIM41",0.000657497281721384,0.704330936283844,0.139,0.073,1,"4","ZSWIM4"
"CLN31",0.000659031554673453,0.271466996630419,0.381,0.26,1,"4","CLN3"
"GPN21",0.000659843098828703,0.477565309147695,0.208,0.121,1,"4","GPN2"
"EPM2A",0.000672844163280366,0.47806930756292,0.114,0.055,1,"4","EPM2A"
"NANP",0.000676899380779523,0.745354043407596,0.104,0.049,1,"4","NANP"
"FAHD11",0.000681378794476294,0.337842955041421,0.252,0.157,1,"4","FAHD1"
"PEX11B2",0.000684620695124151,0.490628341806364,0.173,0.097,1,"4","PEX11B"
"AC009779.2",0.000687424057000796,0.603159292172687,0.124,0.062,1,"4","AC009779.2"
"ZNF1741",0.000689904715129637,0.53814146389265,0.109,0.052,1,"4","ZNF174"
"PIGW",0.000694857503767232,0.711900108823695,0.104,0.049,1,"4","PIGW"
"EXOC3-AS11",0.000695125317252499,0.531903174615104,0.119,0.059,1,"4","EXOC3-AS1"
"WDR611",0.000697746561333412,0.286268091524522,0.47,0.325,1,"4","WDR61"
"CTU11",0.000699875178312866,0.271001241421341,0.337,0.221,1,"4","CTU1"
"TIGD52",0.000709978322185749,0.530615426046348,0.173,0.097,1,"4","TIGD5"
"BLCAP1",0.000715469610535529,0.327855847286807,0.337,0.225,1,"4","BLCAP"
"HERPUD21",0.000721546743839756,0.276776472653845,0.332,0.217,1,"4","HERPUD2"
"AGFG21",0.000739543133848933,0.331479793634173,0.158,0.086,1,"4","AGFG2"
"GK52",0.000742748868051688,0.475949794230903,0.213,0.127,1,"4","GK5"
"COG11",0.000746785381018521,0.372340960497085,0.168,0.093,1,"4","COG1"
"PISD1",0.000761418553038264,0.504492696861779,0.208,0.122,1,"4","PISD"
"RASA11",0.000769325193895537,0.504253499575264,0.228,0.137,1,"4","RASA1"
"ZBTB14",0.000788177986646574,0.641704968192799,0.109,0.053,1,"4","ZBTB14"
"HSPA141",0.000788925540249196,0.551577839878015,0.144,0.075,1,"4","HSPA14"
"TBRG12",0.000797726489228365,0.294239896334574,0.411,0.276,1,"4","TBRG1"
"ZBTB23",0.000801364256449788,0.411147025940866,0.238,0.146,1,"4","ZBTB2"
"C9orf852",0.000806678468307601,0.368693547084666,0.188,0.109,1,"4","C9orf85"
"UROS1",0.000809328721571834,0.530991095283299,0.401,0.269,1,"4","UROS"
"AC093157.11",0.000810056833797996,0.477812581334534,0.228,0.138,1,"4","AC093157.1"
"PEX61",0.000811243134329336,0.57566969521534,0.129,0.068,1,"4","PEX6"
"CXorf38",0.000836406126318905,0.440992882184658,0.208,0.123,1,"4","CXorf38"
"FAM114A22",0.000848707294864557,0.294880926218498,0.218,0.13,1,"4","FAM114A2"
"OXNAD1",0.000850594228672507,0.353459386241354,0.129,0.067,1,"4","OXNAD1"
"RIN11",0.000851784683377482,0.67139713937119,0.139,0.074,1,"4","RIN1"
"IFT202",0.000859293181631748,0.263444334776846,0.441,0.303,1,"4","IFT20"
"SCMH11",0.000871013353850664,0.748579249748257,0.119,0.06,1,"4","SCMH1"
"SRD5A12",0.000873469417098002,0.535326070957281,0.262,0.167,1,"4","SRD5A1"
"KLHL91",0.00087533362058675,0.307215417954818,0.262,0.162,1,"4","KLHL9"
"ZNF5571",0.000878863217619134,0.586497461901807,0.144,0.077,1,"4","ZNF557"
"FRA10AC12",0.000890083484492836,0.380201266000679,0.277,0.176,1,"4","FRA10AC1"
"CNST",0.000893620381637388,0.562807944861707,0.208,0.123,1,"4","CNST"
"PHF81",0.000901692285233998,0.340398517533764,0.149,0.079,1,"4","PHF8"
"ZC3H10",0.000909781636006699,1.0400817679823,0.104,0.051,1,"4","ZC3H10"
"TMEM184C1",0.000911767915413444,0.536924481038777,0.208,0.125,1,"4","TMEM184C"
"COX18",0.000922921944967835,1.20314388829846,0.119,0.06,1,"4","COX18"
"ZFPM12",0.000937372514996173,0.398963237220299,0.45,0.308,1,"4","ZFPM1"
"FBXO47",0.000939966766800157,0.418278336154502,0.238,0.147,1,"4","FBXO4"
"CHPF22",0.000943998316346654,0.379178281238008,0.248,0.155,1,"4","CHPF2"
"PIK3R41",0.000946280406244753,0.46546114977801,0.124,0.063,1,"4","PIK3R4"
"SOX21-AS11",0.000946298958114609,0.63121703017288,0.158,0.088,1,"4","SOX21-AS1"
"CAPN101",0.000988043497148058,0.830494199455285,0.218,0.127,1,"4","CAPN10"
"GNB51",0.000988373145036968,0.727358692754947,0.149,0.082,1,"4","GNB5"
"RAB2A2",0.00100351204007816,0.28900551197456,0.802,0.63,1,"4","RAB2A"
"DNAJC3-DT1",0.00101386449244943,0.746339991390072,0.114,0.058,1,"4","DNAJC3-DT"
"WASF32",0.00102245612112224,0.395428473714342,0.149,0.081,1,"4","WASF3"
"GOLGA11",0.0010247986807681,0.348578684427832,0.163,0.09,1,"4","GOLGA1"
"MAP4K32",0.0010286100866348,0.312344608461175,0.297,0.191,1,"4","MAP4K3"
"AL121603.2",0.00102927182511412,0.818085538870581,0.139,0.075,1,"4","AL121603.2"
"PDE9A",0.0010427703963516,0.469903240653754,0.104,0.05,1,"4","PDE9A"
"SMNDC11",0.00105039957591618,0.289329220627063,0.287,0.184,1,"4","SMNDC1"
"CLDN151",0.00107883055453903,0.608102142129581,0.119,0.061,1,"4","CLDN15"
"SNX211",0.00108132709268675,0.389154288057187,0.282,0.177,1,"4","SNX21"
"CNBD2",0.00108268090167191,0.31774775371596,0.149,0.08,1,"4","CNBD2"
"TMTC31",0.00108492920072603,0.260263757147374,0.238,0.147,1,"4","TMTC3"
"MTMR13",0.00108818425551478,0.51403027525098,0.114,0.057,1,"4","MTMR1"
"AC015871.12",0.00108939940872151,0.505545122370736,0.163,0.092,1,"4","AC015871.1"
"RAB40C2",0.00111921862517103,0.700181912181328,0.198,0.117,1,"4","RAB40C"
"SEMA6D1",0.00113723964900876,0.257426963291106,0.228,0.14,1,"4","SEMA6D"
"LINC012781",0.00115620523737961,0.436897648985179,0.233,0.142,1,"4","LINC01278"
"FAM120B1",0.00115804609971981,0.267691731539411,0.158,0.087,1,"4","FAM120B"
"EYA31",0.00118765283291852,0.290912000931841,0.163,0.092,1,"4","EYA3"
"ZNF500",0.00119015310622277,0.465627338247871,0.104,0.051,1,"4","ZNF500"
"KALRN1",0.00121203973050272,0.4201926578123,0.153,0.086,1,"4","KALRN"
"FBXO461",0.00121221500790975,0.779889120119671,0.114,0.058,1,"4","FBXO46"
"CYTH31",0.00121498919579695,0.350322202386338,0.139,0.074,1,"4","CYTH3"
"HAUS71",0.00123162662702895,0.792400002003916,0.104,0.051,1,"4","HAUS7"
"DDX591",0.00124135961167287,0.332803236234541,0.218,0.132,1,"4","DDX59"
"POLR3E",0.00126575136622363,0.555911448632777,0.178,0.103,1,"4","POLR3E"
"TSHZ32",0.00126591696974665,0.360612929783647,0.193,0.114,1,"4","TSHZ3"
"TAF14",0.00129010578387557,0.408601432245211,0.208,0.126,1,"4","TAF1"
"Z95331.11",0.00130783833987908,0.659173309826629,0.139,0.077,1,"4","Z95331.1"
"KIZ3",0.00131442146381811,0.316807413679335,0.228,0.141,1,"4","KIZ"
"NIM1K1",0.00132362475760543,0.428753031171254,0.238,0.148,1,"4","NIM1K"
"NPIPA1",0.00132660651027913,0.295901145295556,0.134,0.072,1,"4","NPIPA1"
"AR1",0.00132785516561239,0.925213010797639,0.158,0.09,1,"4","AR"
"ANKRD13B1",0.00133185170209585,0.392325903236863,0.104,0.051,1,"4","ANKRD13B"
"NEURL41",0.00133292161985629,0.52288940466491,0.134,0.071,1,"4","NEURL4"
"BCL91",0.00134715405816662,0.6037568896339,0.139,0.076,1,"4","BCL9"
"CHROMR1",0.00134863822124829,0.32126511652895,0.134,0.072,1,"4","CHROMR"
"GORASP21",0.0013636319062105,0.315402242298624,0.406,0.285,1,"4","GORASP2"
"OXLD11",0.00138587392992947,0.304733841066262,0.396,0.27,1,"4","OXLD1"
"MAP112",0.00140562094657021,0.336007470306741,0.208,0.127,1,"4","MAP11"
"RIC32",0.00142645200455245,0.485326726736851,0.307,0.212,1,"4","RIC3"
"ZBTB451",0.00147420630668404,0.780291832190981,0.119,0.062,1,"4","ZBTB45"
"MORC2",0.00148828488661885,0.527821833764591,0.149,0.083,1,"4","MORC2"
"ULK11",0.00149041928465352,0.465088664346509,0.173,0.101,1,"4","ULK1"
"C3orf142",0.00153134258697409,0.262309858489154,0.396,0.278,1,"4","C3orf14"
"EEF2KMT2",0.0015328536579057,1.00433218209345,0.178,0.105,1,"4","EEF2KMT"
"GBA1",0.00154760270227619,0.357060345401385,0.248,0.157,1,"4","GBA"
"C9orf642",0.00155364698244229,0.707891614615901,0.163,0.095,1,"4","C9orf64"
"C3orf331",0.00156040992997002,0.364499990251341,0.114,0.058,1,"4","C3orf33"
"PRDM42",0.00156053219309001,0.750742972438046,0.163,0.096,1,"4","PRDM4"
"NAP1L32",0.00156657197272515,0.302284704303509,0.198,0.119,1,"4","NAP1L3"
"LRRC611",0.00158908587844105,0.489406149401466,0.153,0.086,1,"4","LRRC61"
"FASTKD1",0.0015942347864389,0.42590115483762,0.129,0.068,1,"4","FASTKD1"
"TOP1MT",0.00161823834559702,0.417082196487553,0.134,0.072,1,"4","TOP1MT"
"TMEM8B2",0.00161832132108379,0.558958007478882,0.173,0.102,1,"4","TMEM8B"
"TGFBR11",0.00163308682095961,0.279343620737682,0.292,0.19,1,"4","TGFBR1"
"QARS",0.00163788186010022,0.373392695591356,0.312,0.202,1,"4","QARS"
"NSMCE12",0.00164125471128703,0.331667096184456,0.46,0.338,1,"4","NSMCE1"
"SAP30L2",0.00165676650170915,0.639702714657829,0.262,0.17,1,"4","SAP30L"
"SOX13",0.0016789698115155,0.398741033516142,0.104,0.052,1,"4","SOX13"
"PEX141",0.00167903926434902,0.344726989040843,0.188,0.112,1,"4","PEX14"
"UNC1191",0.00169161733588154,0.374127600526422,0.272,0.176,1,"4","UNC119"
"CBWD12",0.00170814011178967,0.401049542454073,0.183,0.111,1,"4","CBWD1"
"PI4KA1",0.00174044034414416,0.378425533338113,0.183,0.111,1,"4","PI4KA"
"GBF11",0.00177378361910734,0.349067286433861,0.153,0.086,1,"4","GBF1"
"PPP1R12B1",0.001778676410786,0.356070432190372,0.203,0.124,1,"4","PPP1R12B"
"INHBB1",0.00178158636665974,0.945017889602337,0.114,0.06,1,"4","INHBB"
"CMC42",0.00178256979353269,0.375792814582484,0.351,0.237,1,"4","CMC4"
"APOL41",0.00179258455560486,0.293476437459681,0.203,0.125,1,"4","APOL4"
"RCBTB11",0.00179563478092163,0.399207368679756,0.163,0.093,1,"4","RCBTB1"
"WDR171",0.00182404324900343,0.721038259544051,0.129,0.071,1,"4","WDR17"
"ZFP641",0.00183674715341589,0.833382354595465,0.109,0.056,1,"4","ZFP64"
"GRB141",0.00183902474436898,1.19217814225986,0.119,0.064,1,"4","GRB14"
"HGSNAT2",0.00188384904583382,0.318903677314231,0.282,0.188,1,"4","HGSNAT"
"CHRAC12",0.0018869776045565,0.257281692692978,0.218,0.137,1,"4","CHRAC1"
"NPAS21",0.00188797236201688,0.480739615443824,0.153,0.087,1,"4","NPAS2"
"PLPP41",0.00191628594686899,0.605851200003553,0.149,0.084,1,"4","PLPP4"
"TBC1D131",0.00191908319409887,0.584681741177966,0.134,0.073,1,"4","TBC1D13"
"NSUN4",0.00193959183197002,0.304295444143539,0.129,0.068,1,"4","NSUN4"
"WDSUB1",0.00193972550322281,0.442935784139757,0.158,0.091,1,"4","WDSUB1"
"ZNF76",0.0019617548549138,0.285019125204023,0.193,0.116,1,"4","ZNF76"
"DMXL11",0.0020311117670297,0.365497189934395,0.322,0.219,1,"4","DMXL1"
"MKS11",0.00203599435079867,0.699410629044011,0.129,0.071,1,"4","MKS1"
"MCCC12",0.00203868864437248,0.620484474327085,0.223,0.143,1,"4","MCCC1"
"PSKH12",0.00204837952169397,0.537677544622142,0.139,0.077,1,"4","PSKH1"
"WFDC21",0.00205082393253824,0.57158915878711,0.124,0.066,1,"4","WFDC2"
"EXOC81",0.00206789456445681,0.42896331482639,0.139,0.077,1,"4","EXOC8"
"ATP6V1E2",0.00206963372647983,0.616748906328774,0.114,0.06,1,"4","ATP6V1E2"
"THAP61",0.0020724019322485,0.420058770386037,0.203,0.126,1,"4","THAP6"
"THEM62",0.0020818312764947,0.75137851407017,0.168,0.099,1,"4","THEM6"
"AL021368.22",0.00208362765264619,0.418765626268343,0.134,0.073,1,"4","AL021368.2"
"KMT2D",0.00208819834885365,0.402374408438613,0.153,0.088,1,"4","KMT2D"
"PGAP22",0.00210545182593769,0.649062238815343,0.168,0.099,1,"4","PGAP2"
"DPH61",0.00216308617538967,0.557086108147773,0.188,0.114,1,"4","DPH6"
"RWDD31",0.00217982773279097,0.338868554327634,0.312,0.208,1,"4","RWDD3"
"CHIC12",0.00222282584815339,0.87656292006575,0.163,0.096,1,"4","CHIC1"
"STARD31",0.0022348124147427,0.257706188777505,0.386,0.267,1,"4","STARD3"
"ZNF182",0.00226217675409808,0.850357123193201,0.114,0.06,1,"4","ZNF18"
"AC133552.5",0.00231901424296154,0.642748072183194,0.104,0.053,1,"4","AC133552.5"
"AL031280.11",0.00232094358325273,0.776644442938067,0.104,0.053,1,"4","AL031280.1"
"LRRC37B",0.0023258407281758,0.376332689412323,0.124,0.067,1,"4","LRRC37B"
"TENT5B1",0.00234658220017136,0.531589806166204,0.104,0.053,1,"4","TENT5B"
"TP53I13",0.00236889405836854,0.256926627783719,0.406,0.283,1,"4","TP53I13"
"ZMAT11",0.0023892393330451,0.309155970520533,0.297,0.202,1,"4","ZMAT1"
"CHST21",0.00242032519778711,0.333999525582739,0.322,0.218,1,"4","CHST2"
"CYB5D22",0.0024334717042879,0.708679121796615,0.282,0.192,1,"4","CYB5D2"
"UBQLN42",0.00247957164267812,0.580717593450724,0.208,0.129,1,"4","UBQLN4"
"SLC16A21",0.00248052894355488,1.05589028340387,0.144,0.084,1,"4","SLC16A2"
"SOX151",0.00251850231347722,0.805956043384061,0.124,0.068,1,"4","SOX15"
"GBA22",0.00253259553041131,1.00119581915799,0.178,0.106,1,"4","GBA2"
"CAD1",0.00254125010403082,0.750478560790822,0.139,0.079,1,"4","CAD"
"GGT71",0.00257323623062664,0.34940841950662,0.208,0.13,1,"4","GGT7"
"PTPN141",0.0025816817726672,0.449772737048084,0.144,0.081,1,"4","PTPN14"
"TMEM2341",0.00258268602474767,0.723912471033204,0.203,0.126,1,"4","TMEM234"
"LTO1",0.00262946399975486,0.476306727687335,0.144,0.082,1,"4","LTO1"
"AC012146.12",0.00265276987333501,0.373509778202487,0.203,0.127,1,"4","AC012146.1"
"MATR3.11",0.00267775485012041,0.335058995811488,0.129,0.071,1,"4","MATR3.1"
"CSAD2",0.00268079014063675,0.614494602043007,0.188,0.116,1,"4","CSAD"
"CFAP4102",0.00269350757806602,0.299744234747239,0.332,0.228,1,"4","CFAP410"
"CCDC861",0.00272885708449564,0.336664384606586,0.188,0.114,1,"4","CCDC86"
"PRKX",0.0027314011662541,0.458522846811405,0.134,0.075,1,"4","PRKX"
"SLC25A121",0.00273589791366306,0.441664743124585,0.198,0.124,1,"4","SLC25A12"
"COQ10A1",0.0027537704921755,0.399251502766075,0.168,0.099,1,"4","COQ10A"
"INO80B1",0.00277043552770604,0.354687404557444,0.183,0.111,1,"4","INO80B"
"BMPR1A1",0.00277105262096199,0.627226980320021,0.203,0.127,1,"4","BMPR1A"
"TBC1D192",0.00282079128475578,0.30017058780069,0.163,0.096,1,"4","TBC1D19"
"AL359504.21",0.00285952691483616,0.651731788810701,0.109,0.057,1,"4","AL359504.2"
"OMA11",0.00286825658580001,0.361380981624962,0.178,0.108,1,"4","OMA1"
"NTRK32",0.00291523032453006,0.585163305728521,0.178,0.111,1,"4","NTRK3"
"CAP21",0.00291629831034142,0.60883069403373,0.153,0.091,1,"4","CAP2"
"ARVCF1",0.00291875386814531,0.465032059534679,0.134,0.075,1,"4","ARVCF"
"AL133243.3",0.00293888766386017,0.660029603055885,0.109,0.057,1,"4","AL133243.3"
"C17orf971",0.00302593514653876,0.384299080302674,0.114,0.06,1,"4","C17orf97"
"RPP25L1",0.00315052787795529,0.310233693328863,0.218,0.137,1,"4","RPP25L"
"MED71",0.00316125550319657,0.334136389204653,0.262,0.176,1,"4","MED7"
"BDNF-AS2",0.00320632049060993,0.258567732272471,0.153,0.089,1,"4","BDNF-AS"
"KAT2A1",0.00321787266567878,0.35931901323094,0.307,0.208,1,"4","KAT2A"
"GRPEL21",0.00322539863533978,0.553200923178589,0.124,0.069,1,"4","GRPEL2"
"ANKRD521",0.00325053157111395,0.631958680128087,0.114,0.062,1,"4","ANKRD52"
"SYT171",0.00330564175285095,0.478271714195766,0.198,0.123,1,"4","SYT17"
"WWOX2",0.0033251678642805,0.494434031401932,0.178,0.109,1,"4","WWOX"
"SNX2",0.00345240216381688,0.251769509406153,0.584,0.428,1,"4","SNX2"
"LIPT11",0.00346554183102785,0.482681231380322,0.134,0.076,1,"4","LIPT1"
"NUAK21",0.00353414881196289,0.404466595873914,0.168,0.101,1,"4","NUAK2"
"AP4S11",0.00355997853031414,0.313243343968593,0.149,0.086,1,"4","AP4S1"
"ZNF449",0.00356001115192099,0.491862920989322,0.104,0.054,1,"4","ZNF449"
"PRKAA21",0.00359338557549882,0.559758452793777,0.158,0.094,1,"4","PRKAA2"
"FAM161B1",0.00360075051772091,0.371392122177189,0.104,0.054,1,"4","FAM161B"
"FPGS1",0.0036274508864492,0.317821750450932,0.198,0.123,1,"4","FPGS"
"ULK41",0.0036333434960623,0.267331214201539,0.134,0.075,1,"4","ULK4"
"FOXD3-AS11",0.0036439214007782,0.669864469766908,0.139,0.08,1,"4","FOXD3-AS1"
"CCDC301",0.00377641263714717,0.320319719981631,0.119,0.064,1,"4","CCDC30"
"RPUSD21",0.00385829510628934,0.423957166709436,0.144,0.084,1,"4","RPUSD2"
"ACAD91",0.00387514201662647,0.667573841284595,0.223,0.15,1,"4","ACAD9"
"LNX11",0.0039007301779936,0.740778307681004,0.109,0.059,1,"4","LNX1"
"DBNDD11",0.00392654425052774,0.782433257372163,0.114,0.062,1,"4","DBNDD1"
"BOLA2B",0.00397190884597693,0.319450839504196,0.114,0.062,1,"4","BOLA2B"
"CSTF2T1",0.00398677008379174,0.545923884183853,0.144,0.083,1,"4","CSTF2T"
"MAPK72",0.00399528181220827,0.252630931824174,0.193,0.12,1,"4","MAPK7"
"CACNG71",0.00400733400539307,0.710934914455502,0.104,0.055,1,"4","CACNG7"
"AP3S22",0.00410142179600087,0.3055866815488,0.248,0.167,1,"4","AP3S2"
"GRAMD1C1",0.00412863966605895,0.376933249243352,0.144,0.083,1,"4","GRAMD1C"
"RWDD2A1",0.00416170540323226,0.703357838926709,0.139,0.081,1,"4","RWDD2A"
"SLC9B23",0.00417558019912204,0.317559039301642,0.158,0.096,1,"4","SLC9B2"
"TCTN32",0.00423945786656088,0.324351562714198,0.248,0.164,1,"4","TCTN3"
"CNEP1R1",0.00424785630393639,0.740545993201825,0.173,0.106,1,"4","CNEP1R1"
"INTS141",0.00425191883105505,0.340127231544833,0.178,0.109,1,"4","INTS14"
"ZNF4961",0.00435600132452044,0.721266781430954,0.124,0.069,1,"4","ZNF496"
"MICU11",0.00442828121402003,0.444331441010388,0.193,0.12,1,"4","MICU1"
"UTP251",0.00444103660273011,0.400849562665481,0.144,0.084,1,"4","UTP25"
"YKT61",0.00444570720447956,0.29441252969738,0.391,0.279,1,"4","YKT6"
"SLC35G21",0.00449494566330442,0.509593695956577,0.233,0.155,1,"4","SLC35G2"
"TYK21",0.00449543626338893,0.676131725726439,0.267,0.183,1,"4","TYK2"
"B9D21",0.00456822972837473,0.351908206655022,0.153,0.091,1,"4","B9D2"
"CTH2",0.0045864963521735,0.366756189351491,0.149,0.087,1,"4","CTH"
"TMEM1862",0.00463107290495752,0.5267433167132,0.158,0.097,1,"4","TMEM186"
"SLC38A61",0.00471036822465211,0.273839512104888,0.277,0.188,1,"4","SLC38A6"
"ZNF5131",0.00473237414745668,0.657870732091109,0.173,0.109,1,"4","ZNF513"
"TRNP12",0.00473534187081925,0.380840289483921,0.213,0.138,1,"4","TRNP1"
